,no-0,no-1,experiment,g1,g2,exact_distance,BRANCH,BRANCH_FAST,BRANCH_TIGHT,BRANCH_UNIFORM,BRANCH_COMPACT,PARTITION,HYBRID,RING,ANCHOR_AWARE_GED,WALKS,IPFP,BIPARTITE,SUBGRAPH,NODE,RING_ML,BIPARTITE_ML,REFINE,BP_BEAM,SIMULATED_ANNEALING,HED,STAR,v
85,85,85,255,Graph with 8 nodes and 26 edges,Graph with 8 nodes and 5 edges,21.0,"(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(inf, [])","(inf, [])","(inf, [])","(21.0, [(0, 4), (1, 7), (2, 0), (3, 6), (4, 1), (5, 5), (6, 2), (7, 3)])","(21.0, [(0, 5), (1, 7), (2, 6), (3, 1), (4, 0), (5, 4), (6, 2), (7, 3)])","(21.0, [(0, 1), (1, 6), (2, 2), (3, 0), (4, 3), (5, 4), (6, 5), (7, 7)])","(21.0, [(0, 6), (1, 2), (2, 7), (3, 3), (4, 5), (5, 0), (6, 4), (7, 1)])","(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(41.0, [(0, 0), (1, 18446744073709551614), (2, 18446744073709551614), (3, 2), (4, 3), (5, 5), (6, 7), (7, 1), (18446744073709551614, 4), (18446744073709551614, 6)])","(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(25.0, [(0, 0), (1, 2), (2, 3), (3, 1), (4, 4), (5, 5), (6, 6), (7, 7)])","(21.0, [(0, 0), (1, 2), (2, 3), (3, 4), (4, 5), (5, 7), (6, 6), (7, 1)])","(21.0, [(0, 0), (1, 7), (2, 2), (3, 3), (4, 5), (5, 4), (6, 1), (7, 6)])","(21.0, [(0, 6), (1, 5), (2, 4), (3, 0), (4, 3), (5, 2), (6, 7), (7, 1)])","(21.0, [(0, 6), (1, 0), (2, 2), (3, 3), (4, 4), (5, 5), (6, 7), (7, 1)])","(inf, [])","(21.0, [(0, 1), (1, 6), (2, 2), (3, 0), (4, 3), (5, 4), (6, 5), (7, 7)])",8
86,86,86,258,Graph with 8 nodes and 26 edges,Graph with 8 nodes and 6 edges,20.0,"(20.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(20.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(20.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(20.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(inf, [])","(inf, [])","(inf, [])","(20.0, [(0, 2), (1, 3), (2, 0), (3, 6), (4, 7), (5, 1), (6, 4), (7, 5)])","(20.0, [(0, 5), (1, 1), (2, 3), (3, 2), (4, 6), (5, 7), (6, 0), (7, 4)])","(20.0, [(0, 7), (1, 1), (2, 5), (3, 3), (4, 0), (5, 2), (6, 4), (7, 6)])","(20.0, [(0, 0), (1, 4), (2, 1), (3, 5), (4, 3), (5, 2), (6, 7), (7, 6)])","(20.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(22.0, [(0, 2), (1, 0), (2, 3), (3, 7), (4, 4), (5, 5), (6, 6), (7, 1)])","(20.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(20.0, [(0, 7), (1, 0), (2, 1), (3, 4), (4, 6), (5, 5), (6, 2), (7, 3)])","(24.0, [(0, 0), (1, 2), (2, 3), (3, 7), (4, 6), (5, 4), (6, 1), (7, 5)])","(20.0, [(0, 0), (1, 2), (2, 1), (3, 4), (4, 6), (5, 5), (6, 3), (7, 7)])","(20.0, [(0, 6), (1, 5), (2, 1), (3, 2), (4, 4), (5, 7), (6, 3), (7, 0)])","(20.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(inf, [])","(20.0, [(0, 7), (1, 1), (2, 5), (3, 3), (4, 0), (5, 2), (6, 4), (7, 6)])",8
87,87,87,261,Graph with 8 nodes and 26 edges,Graph with 8 nodes and 19 edges,7.0,"(9.0, [(0, 4), (1, 5), (2, 6), (3, 0), (4, 1), (5, 7), (6, 2), (7, 3)])","(9.0, [(0, 4), (1, 5), (2, 6), (3, 0), (4, 1), (5, 7), (6, 2), (7, 3)])","(9.0, [(0, 4), (1, 5), (2, 6), (3, 0), (4, 1), (5, 7), (6, 2), (7, 3)])","(9.0, [(0, 4), (1, 5), (2, 6), (3, 0), (4, 1), (5, 7), (6, 2), (7, 3)])","(inf, [])","(inf, [])","(inf, [])","(11.0, [(0, 4), (1, 5), (2, 7), (3, 0), (4, 1), (5, 2), (6, 6), (7, 3)])","(9.0, [(0, 7), (1, 3), (2, 2), (3, 1), (4, 0), (5, 6), (6, 4), (7, 5)])","(9.0, [(0, 4), (1, 5), (2, 6), (3, 0), (4, 1), (5, 7), (6, 2), (7, 3)])","(7.0, [(0, 0), (1, 1), (2, 4), (3, 5), (4, 6), (5, 7), (6, 3), (7, 2)])","(9.0, [(0, 4), (1, 5), (2, 6), (3, 0), (4, 1), (5, 7), (6, 2), (7, 3)])","(85.0, [(0, 18446744073709551614), (1, 18446744073709551614), (2, 18446744073709551614), (3, 5), (4, 1), (5, 18446744073709551614), (6, 7), (7, 18446744073709551614), (18446744073709551614, 0), (18446744073709551614, 2), (18446744073709551614, 3), (18446744073709551614, 4), (18446744073709551614, 6)])","(11.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(7.0, [(0, 1), (1, 2), (2, 3), (3, 0), (4, 5), (5, 4), (6, 6), (7, 7)])","(11.0, [(0, 1), (1, 2), (2, 7), (3, 3), (4, 4), (5, 0), (6, 6), (7, 5)])","(7.0, [(0, 4), (1, 2), (2, 6), (3, 0), (4, 1), (5, 5), (6, 3), (7, 7)])","(7.0, [(0, 6), (1, 4), (2, 2), (3, 3), (4, 7), (5, 0), (6, 5), (7, 1)])","(7.0, [(0, 0), (1, 3), (2, 6), (3, 1), (4, 2), (5, 4), (6, 7), (7, 5)])","(inf, [])","(9.0, [(0, 4), (1, 6), (2, 7), (3, 0), (4, 1), (5, 5), (6, 2), (7, 3)])",8
88,88,88,264,Graph with 8 nodes and 26 edges,Graph with 8 nodes and 26 edges,0.0,"(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(inf, [])","(inf, [])","(inf, [])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(4.0, [(0, 0), (1, 2), (2, 4), (3, 5), (4, 6), (5, 3), (6, 7), (7, 1)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(2.0, [(0, 0), (1, 2), (2, 6), (3, 5), (4, 3), (5, 4), (6, 7), (7, 1)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(116.0, [(0, 18446744073709551614), (1, 18446744073709551614), (2, 18446744073709551614), (3, 18446744073709551614), (4, 18446744073709551614), (5, 18446744073709551614), (6, 18446744073709551614), (7, 18446744073709551614), (18446744073709551614, 0), (18446744073709551614, 1), (18446744073709551614, 2), (18446744073709551614, 3), (18446744073709551614, 4), (18446744073709551614, 5), (18446744073709551614, 6), (18446744073709551614, 7)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(4.0, [(0, 3), (1, 4), (2, 6), (3, 0), (4, 1), (5, 7), (6, 2), (7, 5)])","(4.0, [(0, 3), (1, 4), (2, 6), (3, 0), (4, 1), (5, 7), (6, 2), (7, 5)])","(0.0, [(0, 5), (1, 1), (2, 0), (3, 6), (4, 7), (5, 2), (6, 3), (7, 4)])","(0.0, [(0, 1), (1, 0), (2, 5), (3, 3), (4, 4), (5, 2), (6, 6), (7, 7)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])","(inf, [])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)])",8
89,89,89,267,Graph with 9 nodes and 6 edges,Graph with 9 nodes and 6 edges,0.0,"(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(inf, [])","(inf, [])","(inf, [])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(4.0, [(0, 5), (1, 0), (2, 2), (3, 8), (4, 3), (5, 6), (6, 1), (7, 4), (8, 7)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(10.0, [(0, 5), (1, 1), (2, 3), (3, 4), (4, 7), (5, 0), (6, 2), (7, 8), (8, 6)])","(4.0, [(0, 6), (1, 7), (2, 3), (3, 0), (4, 8), (5, 4), (6, 5), (7, 1), (8, 2)])","(2.0, [(0, 7), (1, 4), (2, 8), (3, 2), (4, 1), (5, 6), (6, 5), (7, 0), (8, 3)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(inf, [])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])",9
90,90,90,270,Graph with 9 nodes and 6 edges,Graph with 9 nodes and 9 edges,5.0,"(11.0, [(0, 2), (1, 3), (2, 5), (3, 7), (4, 4), (5, 1), (6, 0), (7, 6), (8, 8)])","(11.0, [(0, 2), (1, 3), (2, 5), (3, 7), (4, 4), (5, 1), (6, 0), (7, 6), (8, 8)])","(7.0, [(0, 2), (1, 3), (2, 5), (3, 7), (4, 4), (5, 6), (6, 0), (7, 8), (8, 1)])","(11.0, [(0, 2), (1, 3), (2, 5), (3, 7), (4, 4), (5, 1), (6, 0), (7, 6), (8, 8)])","(inf, [])","(inf, [])","(inf, [])","(11.0, [(0, 2), (1, 3), (2, 4), (3, 6), (4, 7), (5, 8), (6, 0), (7, 5), (8, 1)])","(9.0, [(0, 0), (1, 4), (2, 2), (3, 5), (4, 3), (5, 8), (6, 7), (7, 1), (8, 6)])","(11.0, [(0, 2), (1, 3), (2, 5), (3, 7), (4, 4), (5, 1), (6, 0), (7, 6), (8, 8)])","(5.0, [(0, 8), (1, 7), (2, 4), (3, 5), (4, 3), (5, 6), (6, 1), (7, 2), (8, 0)])","(11.0, [(0, 2), (1, 3), (2, 5), (3, 7), (4, 4), (5, 1), (6, 0), (7, 6), (8, 8)])","(9.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 8), (6, 5), (7, 6), (8, 7)])","(13.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(19.0, [(0, 1), (1, 4), (2, 5), (3, 7), (4, 6), (5, 8), (6, 0), (7, 3), (8, 18446744073709551614), (18446744073709551614, 2)])","(9.0, [(0, 2), (1, 3), (2, 5), (3, 7), (4, 4), (5, 6), (6, 1), (7, 0), (8, 8)])","(7.0, [(0, 4), (1, 3), (2, 2), (3, 0), (4, 1), (5, 7), (6, 6), (7, 8), (8, 5)])","(5.0, [(0, 6), (1, 1), (2, 0), (3, 3), (4, 5), (5, 8), (6, 2), (7, 4), (8, 7)])","(5.0, [(0, 3), (1, 8), (2, 0), (3, 4), (4, 5), (5, 1), (6, 6), (7, 2), (8, 7)])","(inf, [])","(11.0, [(0, 2), (1, 3), (2, 5), (3, 7), (4, 4), (5, 1), (6, 0), (7, 6), (8, 8)])",9
91,91,91,273,Graph with 9 nodes and 6 edges,Graph with 9 nodes and 25 edges,19.0,"(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(inf, [])","(inf, [])","(inf, [])","(21.0, [(0, 0), (1, 8), (2, 7), (3, 2), (4, 6), (5, 3), (6, 5), (7, 1), (8, 4)])","(19.0, [(0, 4), (1, 7), (2, 2), (3, 5), (4, 8), (5, 1), (6, 0), (7, 6), (8, 3)])","(23.0, [(0, 5), (1, 6), (2, 0), (3, 1), (4, 7), (5, 2), (6, 3), (7, 8), (8, 4)])","(19.0, [(0, 3), (1, 4), (2, 5), (3, 8), (4, 2), (5, 0), (6, 7), (7, 1), (8, 6)])","(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(25.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 6), (6, 5), (7, 7), (8, 8)])","(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(25.0, [(0, 0), (1, 1), (2, 2), (3, 5), (4, 8), (5, 3), (6, 4), (7, 6), (8, 7)])","(23.0, [(0, 8), (1, 3), (2, 1), (3, 6), (4, 0), (5, 2), (6, 4), (7, 5), (8, 7)])","(19.0, [(0, 8), (1, 7), (2, 6), (3, 2), (4, 0), (5, 4), (6, 5), (7, 1), (8, 3)])","(19.0, [(0, 5), (1, 2), (2, 4), (3, 6), (4, 3), (5, 0), (6, 8), (7, 1), (8, 7)])","(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(inf, [])","(23.0, [(0, 3), (1, 4), (2, 2), (3, 5), (4, 6), (5, 0), (6, 1), (7, 7), (8, 8)])",9
92,92,92,276,Graph with 9 nodes and 6 edges,Graph with 9 nodes and 29 edges,23.0,"(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(inf, [])","(inf, [])","(inf, [])","(23.0, [(0, 4), (1, 5), (2, 6), (3, 2), (4, 1), (5, 0), (6, 8), (7, 3), (8, 7)])","(23.0, [(0, 6), (1, 8), (2, 3), (3, 2), (4, 1), (5, 5), (6, 7), (7, 0), (8, 4)])","(25.0, [(0, 3), (1, 4), (2, 2), (3, 5), (4, 6), (5, 0), (6, 1), (7, 7), (8, 8)])","(23.0, [(0, 8), (1, 4), (2, 3), (3, 2), (4, 7), (5, 5), (6, 6), (7, 1), (8, 0)])","(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(25.0, [(0, 3), (1, 1), (2, 6), (3, 2), (4, 8), (5, 5), (6, 4), (7, 7), (8, 0)])","(55.0, [(0, 4), (1, 5), (2, 0), (3, 18446744073709551614), (4, 7), (5, 1), (6, 3), (7, 18446744073709551614), (8, 18446744073709551614), (18446744073709551614, 2), (18446744073709551614, 6), (18446744073709551614, 8)])","(23.0, [(0, 3), (1, 6), (2, 2), (3, 8), (4, 5), (5, 7), (6, 4), (7, 1), (8, 0)])","(23.0, [(0, 4), (1, 2), (2, 1), (3, 8), (4, 3), (5, 5), (6, 0), (7, 7), (8, 6)])","(23.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(inf, [])","(25.0, [(0, 3), (1, 4), (2, 2), (3, 5), (4, 6), (5, 0), (6, 1), (7, 7), (8, 8)])",9
93,93,93,279,Graph with 9 nodes and 9 edges,Graph with 9 nodes and 6 edges,5.0,"(11.0, [(0, 6), (1, 5), (2, 0), (3, 1), (4, 4), (5, 2), (6, 7), (7, 3), (8, 8)])","(11.0, [(0, 6), (1, 5), (2, 0), (3, 1), (4, 4), (5, 2), (6, 7), (7, 3), (8, 8)])","(7.0, [(0, 4), (1, 7), (2, 8), (3, 1), (4, 6), (5, 2), (6, 5), (7, 3), (8, 0)])","(11.0, [(0, 6), (1, 5), (2, 0), (3, 1), (4, 4), (5, 2), (6, 7), (7, 3), (8, 8)])","(inf, [])","(inf, [])","(inf, [])","(11.0, [(0, 8), (1, 5), (2, 3), (3, 2), (4, 6), (5, 0), (6, 1), (7, 7), (8, 4)])","(7.0, [(0, 1), (1, 6), (2, 7), (3, 4), (4, 2), (5, 3), (6, 5), (7, 8), (8, 0)])","(9.0, [(0, 6), (1, 5), (2, 0), (3, 1), (4, 4), (5, 2), (6, 3), (7, 7), (8, 8)])","(5.0, [(0, 2), (1, 5), (2, 4), (3, 7), (4, 3), (5, 8), (6, 6), (7, 1), (8, 0)])","(11.0, [(0, 6), (1, 5), (2, 0), (3, 1), (4, 4), (5, 2), (6, 7), (7, 3), (8, 8)])","(13.0, [(0, 0), (1, 5), (2, 1), (3, 2), (4, 3), (5, 4), (6, 7), (7, 6), (8, 8)])","(13.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(11.0, [(0, 4), (1, 0), (2, 2), (3, 3), (4, 6), (5, 1), (6, 5), (7, 7), (8, 8)])","(9.0, [(0, 6), (1, 5), (2, 0), (3, 1), (4, 3), (5, 2), (6, 8), (7, 7), (8, 4)])","(5.0, [(0, 1), (1, 8), (2, 4), (3, 0), (4, 6), (5, 2), (6, 5), (7, 3), (8, 7)])","(9.0, [(0, 5), (1, 3), (2, 0), (3, 1), (4, 6), (5, 4), (6, 8), (7, 2), (8, 7)])","(5.0, [(0, 8), (1, 6), (2, 7), (3, 0), (4, 2), (5, 1), (6, 5), (7, 3), (8, 4)])","(inf, [])","(9.0, [(0, 6), (1, 5), (2, 0), (3, 1), (4, 4), (5, 2), (6, 3), (7, 7), (8, 8)])",9
94,94,94,282,Graph with 9 nodes and 9 edges,Graph with 9 nodes and 9 edges,0.0,"(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(inf, [])","(inf, [])","(inf, [])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(2.0, [(0, 4), (1, 1), (2, 5), (3, 7), (4, 0), (5, 2), (6, 8), (7, 3), (8, 6)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(4.0, [(0, 1), (1, 0), (2, 5), (3, 4), (4, 3), (5, 2), (6, 8), (7, 7), (8, 6)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(14.0, [(0, 2), (1, 3), (2, 6), (3, 4), (4, 5), (5, 0), (6, 1), (7, 8), (8, 7)])","(2.0, [(0, 4), (1, 1), (2, 7), (3, 5), (4, 0), (5, 3), (6, 8), (7, 2), (8, 6)])","(8.0, [(0, 8), (1, 3), (2, 7), (3, 5), (4, 0), (5, 4), (6, 1), (7, 6), (8, 2)])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(inf, [])","(0.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])",9
95,95,95,285,Graph with 9 nodes and 9 edges,Graph with 9 nodes and 25 edges,16.0,"(18.0, [(0, 8), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 0), (7, 6), (8, 7)])","(18.0, [(0, 8), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 0), (7, 6), (8, 7)])","(18.0, [(0, 8), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 0), (7, 6), (8, 7)])","(18.0, [(0, 8), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 0), (7, 6), (8, 7)])","(inf, [])","(inf, [])","(inf, [])","(18.0, [(0, 4), (1, 8), (2, 2), (3, 5), (4, 6), (5, 3), (6, 7), (7, 1), (8, 0)])","(16.0, [(0, 5), (1, 2), (2, 6), (3, 4), (4, 3), (5, 1), (6, 7), (7, 8), (8, 0)])","(20.0, [(0, 0), (1, 1), (2, 8), (3, 7), (4, 2), (5, 3), (6, 4), (7, 5), (8, 6)])","(16.0, [(0, 7), (1, 8), (2, 3), (3, 5), (4, 4), (5, 1), (6, 0), (7, 6), (8, 2)])","(18.0, [(0, 8), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 0), (7, 6), (8, 7)])","(22.0, [(0, 0), (1, 6), (2, 1), (3, 2), (4, 3), (5, 4), (6, 8), (7, 5), (8, 7)])","(24.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(24.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(26.0, [(0, 2), (1, 6), (2, 1), (3, 3), (4, 4), (5, 7), (6, 5), (7, 0), (8, 8)])","(16.0, [(0, 8), (1, 7), (2, 1), (3, 5), (4, 3), (5, 2), (6, 0), (7, 6), (8, 4)])","(18.0, [(0, 6), (1, 8), (2, 7), (3, 2), (4, 0), (5, 5), (6, 4), (7, 1), (8, 3)])","(18.0, [(0, 8), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 0), (7, 6), (8, 7)])","(inf, [])","(20.0, [(0, 8), (1, 1), (2, 5), (3, 6), (4, 2), (5, 4), (6, 0), (7, 7), (8, 3)])",9
96,96,96,288,Graph with 9 nodes and 9 edges,Graph with 9 nodes and 29 edges,20.0,"(24.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(24.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(24.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(24.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(inf, [])","(inf, [])","(inf, [])","(20.0, [(0, 2), (1, 5), (2, 8), (3, 6), (4, 4), (5, 1), (6, 7), (7, 3), (8, 0)])","(20.0, [(0, 8), (1, 6), (2, 0), (3, 3), (4, 1), (5, 2), (6, 5), (7, 4), (8, 7)])","(24.0, [(0, 0), (1, 1), (2, 8), (3, 7), (4, 2), (5, 3), (6, 4), (7, 5), (8, 6)])","(20.0, [(0, 2), (1, 5), (2, 1), (3, 7), (4, 3), (5, 8), (6, 6), (7, 4), (8, 0)])","(24.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(24.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(24.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(24.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(24.0, [(0, 4), (1, 2), (2, 6), (3, 8), (4, 5), (5, 0), (6, 1), (7, 7), (8, 3)])","(20.0, [(0, 8), (1, 2), (2, 1), (3, 0), (4, 7), (5, 6), (6, 3), (7, 5), (8, 4)])","(20.0, [(0, 8), (1, 4), (2, 2), (3, 7), (4, 1), (5, 3), (6, 6), (7, 0), (8, 5)])","(24.0, [(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8)])","(inf, [])","(26.0, [(0, 0), (1, 1), (2, 6), (3, 7), (4, 2), (5, 5), (6, 3), (7, 8), (8, 4)])",9
